"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","666666.62","0.666","0.024","0.375","2.039","5.271","11.671"
"PING_MBULK","757575.75","0.639","0.024","0.359","1.743","5.375","21.743"
"SET","389105.06","1.277","0.032","0.847","3.839","5.927","12.439"
"GET","584795.31","0.832","0.024","0.503","2.503","7.047","19.407"
"INCR","347222.25","1.434","0.032","0.911","4.327","7.575","17.135"
"LPUSH","277777.78","1.784","0.032","1.479","4.511","10.135","15.559"
"RPUSH","283286.12","1.748","0.032","1.575","4.111","5.911","18.255"
"LPOP","292397.66","1.695","0.024","1.439","4.023","6.671","15.079"
"RPOP","312500.00","1.586","0.024","1.407","3.591","5.591","15.663"
"SADD","300300.28","1.649","0.024","1.455","3.991","6.183","15.711"
"HSET","288184.44","1.717","0.040","1.503","4.119","6.151","8.607"
"SPOP","325732.88","1.522","0.016","1.247","4.039","6.895","17.663"
"LPUSH (needed to benchmark LRANGE)","284090.91","1.745","0.024","1.519","4.359","6.399","12.351"
"LRANGE_100 (first 100 elements)","138121.55","3.435","0.104","2.039","11.639","18.783","32.895"
"MSET (10 keys)","134770.89","3.703","0.120","3.087","8.735","13.031","22.735"
