"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","110132.16","0.235","0.032","0.231","0.311","0.375","1.183"
"PING_MBULK","113636.37","0.228","0.032","0.223","0.295","0.343","1.167"
"SET","109649.12","0.238","0.024","0.231","0.311","0.383","1.695"
"GET","108108.11","0.246","0.016","0.239","0.319","0.479","10.543"
"INCR","104493.20","0.256","0.016","0.247","0.335","0.543","5.495"
"LPUSH","99700.90","0.277","0.016","0.247","0.391","0.919","6.487"
"RPUSH","110375.27","0.238","0.024","0.231","0.303","0.407","3.023"
"LPOP","112866.82","0.231","0.024","0.231","0.287","0.351","1.239"
"RPOP","113378.68","0.230","0.024","0.223","0.287","0.359","4.167"
"SADD","110497.24","0.236","0.016","0.231","0.311","0.367","1.383"
"HSET","114025.09","0.229","0.024","0.231","0.279","0.351","1.679"
"SPOP","109409.20","0.241","0.016","0.231","0.311","0.423","2.087"
"LPUSH (needed to benchmark LRANGE)","113507.38","0.230","0.032","0.231","0.271","0.351","1.415"
"LRANGE_100 (first 100 elements)","73046.02","0.368","0.032","0.335","0.471","0.967","7.815"
"MSET (10 keys)","106723.59","0.262","0.024","0.239","0.351","0.695","6.599"
