"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","111856.82","0.233","0.016","0.223","0.311","0.367","4.391"
"PING_MBULK","114678.90","0.227","0.016","0.223","0.263","0.343","2.167"
"SET","112866.82","0.232","0.016","0.231","0.279","0.359","3.399"
"GET","111234.70","0.234","0.032","0.231","0.303","0.359","1.815"
"INCR","110132.16","0.240","0.024","0.231","0.303","0.415","4.151"
"LPUSH","113122.17","0.233","0.016","0.223","0.279","0.375","3.951"
"RPUSH","111607.14","0.234","0.024","0.231","0.303","0.359","1.679"
"LPOP","109409.20","0.238","0.024","0.231","0.311","0.367","3.311"
"RPOP","109890.11","0.238","0.016","0.231","0.311","0.375","2.807"
"SADD","104493.20","0.250","0.040","0.239","0.319","0.375","1.687"
"HSET","104384.13","0.250","0.024","0.239","0.327","0.391","2.303"
"SPOP","106723.59","0.246","0.016","0.231","0.319","0.399","2.439"
"LPUSH (needed to benchmark LRANGE)","108225.10","0.241","0.024","0.231","0.311","0.367","3.327"
"LRANGE_100 (first 100 elements)","76335.88","0.354","0.032","0.327","0.447","0.927","7.543"
"MSET (10 keys)","105263.16","0.283","0.024","0.239","0.479","1.271","8.783"
