"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","115473.45","0.225","0.040","0.223","0.255","0.335","3.527"
"PING_MBULK","106157.12","0.245","0.032","0.231","0.311","0.367","1.463"
"SET","110011.00","0.238","0.016","0.231","0.311","0.391","1.967"
"GET","112739.57","0.231","0.024","0.231","0.279","0.351","2.503"
"INCR","112359.55","0.232","0.024","0.231","0.287","0.351","3.087"
"LPUSH","111731.84","0.234","0.024","0.231","0.279","0.359","3.103"
"RPUSH","111982.08","0.233","0.024","0.231","0.287","0.359","1.903"
"LPOP","112866.82","0.231","0.024","0.231","0.295","0.359","1.367"
"RPOP","109769.48","0.236","0.056","0.231","0.303","0.359","1.343"
"SADD","109409.20","0.238","0.016","0.231","0.311","0.367","2.295"
"HSET","114155.25","0.230","0.016","0.223","0.287","0.383","1.799"
"SPOP","108695.65","0.241","0.016","0.231","0.327","0.399","4.167"
"LPUSH (needed to benchmark LRANGE)","112485.94","0.233","0.024","0.231","0.287","0.367","3.847"
"LRANGE_100 (first 100 elements)","73046.02","0.374","0.032","0.343","0.471","1.255","9.519"
"MSET (10 keys)","106609.80","0.262","0.016","0.239","0.359","0.735","8.367"
