"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","781249.94","0.556","0.024","0.351","1.535","4.039","10.071"
"PING_MBULK","793650.75","0.605","0.024","0.399","1.599","3.575","14.183"
"SET","847457.62","0.564","0.032","0.263","2.151","4.263","9.687"
"GET","854700.88","0.552","0.032","0.351","1.327","4.999","11.831"
"INCR","806451.62","0.601","0.032","0.279","2.495","4.439","9.263"
"LPUSH","574712.69","0.858","0.024","1.055","1.463","3.055","5.383"
"RPUSH","561797.75","0.878","0.024","1.071","1.319","2.479","4.935"
"LPOP","602409.69","0.813","0.024","1.055","1.359","2.087","3.271"
"RPOP","598802.44","0.823","0.024","1.063","1.351","2.135","3.855"
"SADD","546448.06","0.901","0.024","1.087","1.415","2.119","3.119"
"HSET","534759.31","0.921","0.024","1.095","1.415","2.087","5.231"
"SPOP","574712.69","0.858","0.016","1.071","1.351","2.263","6.351"
"LPUSH (needed to benchmark LRANGE)","598802.44","0.818","0.024","1.063","1.271","2.055","3.799"
"LRANGE_100 (first 100 elements)","166944.92","2.315","0.136","1.247","7.175","15.239","21.423"
"MSET (10 keys)","200803.22","2.476","0.128","2.055","5.871","8.143","15.551"
