"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","819672.12","0.483","0.032","0.319","1.271","3.031","15.631"
"PING_MBULK","840336.12","0.541","0.024","0.359","1.415","4.343","9.055"
"SET","884955.75","0.536","0.032","0.255","2.103","3.927","6.911"
"GET","877193.00","0.457","0.032","0.319","1.167","2.319","7.207"
"INCR","862069.00","0.518","0.032","0.295","1.823","4.695","9.887"
"LPUSH","602409.69","0.819","0.024","1.071","1.279","2.031","3.135"
"RPUSH","537634.38","0.920","0.024","1.095","1.351","2.207","3.871"
"LPOP","609756.06","0.806","0.024","1.063","1.343","2.007","3.135"
"RPOP","606060.56","0.811","0.024","1.063","1.247","2.111","7.815"
"SADD","574712.69","0.857","0.024","1.079","1.439","2.063","3.199"
"HSET","534759.31","0.922","0.024","1.095","1.431","2.159","5.175"
"SPOP","602409.69","0.811","0.016","1.055","1.399","2.143","7.151"
"LPUSH (needed to benchmark LRANGE)","613496.94","0.800","0.024","1.063","1.287","1.967","4.799"
"LRANGE_100 (first 100 elements)","181159.42","1.992","0.160","1.239","6.111","11.415","20.367"
"MSET (10 keys)","218818.39","2.274","0.096","1.775","5.679","8.375","14.615"
