test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,83333.340000,0.000000,0.416000,0.000000,0.040000,0.000000,0.311000,0.000000,0.887000,0.000000,3.279000,0.000000,3.567000,0.000000
PING_MBULK,83333.340000,0.000000,0.313000,0.000000,0.064000,0.000000,0.311000,0.000000,0.463000,0.000000,0.551000,0.000000,0.623000,0.000000
SET,90909.090000,0.000000,0.295000,0.000000,0.048000,0.000000,0.295000,0.000000,0.407000,0.000000,0.503000,0.000000,0.599000,0.000000
GET,90909.090000,0.000000,0.288000,0.000000,0.048000,0.000000,0.287000,0.000000,0.399000,0.000000,0.495000,0.000000,0.583000,0.000000
INCR,100000.000000,0.000000,0.260000,0.000000,0.032000,0.000000,0.247000,0.000000,0.399000,0.000000,0.519000,0.000000,0.599000,0.000000
LPUSH,100000.000000,0.000000,0.240000,0.000000,0.040000,0.000000,0.239000,0.000000,0.375000,0.000000,0.495000,0.000000,0.695000,0.000000
RPUSH,111111.120000,0.000000,0.226000,0.000000,0.032000,0.000000,0.223000,0.000000,0.303000,0.000000,0.431000,0.000000,0.503000,0.000000
LPOP,100000.000000,0.000000,0.251000,0.000000,0.032000,0.000000,0.247000,0.000000,0.391000,0.000000,0.503000,0.000000,0.567000,0.000000
RPOP,111111.120000,0.000000,0.249000,0.000000,0.040000,0.000000,0.239000,0.000000,0.391000,0.000000,0.559000,0.000000,0.967000,0.000000
SADD,111111.120000,0.000000,0.237000,0.000000,0.048000,0.000000,0.239000,0.000000,0.319000,0.000000,0.415000,0.000000,0.479000,0.000000
HSET,100000.000000,0.000000,0.245000,0.000000,0.048000,0.000000,0.239000,0.000000,0.335000,0.000000,0.471000,0.000000,0.551000,0.000000
SPOP,100000.000000,0.000000,0.248000,0.000000,0.032000,0.000000,0.247000,0.000000,0.391000,0.000000,0.455000,0.000000,0.527000,0.000000
LPUSH (needed to benchmark LRANGE),111111.120000,0.000000,0.240000,0.000000,0.056000,0.000000,0.239000,0.000000,0.335000,0.000000,0.431000,0.000000,0.503000,0.000000
LRANGE_100 (first 100 elements),66666.670000,0.000000,0.551000,0.000000,0.032000,0.000000,0.351000,0.000000,1.263000,0.000000,7.487000,0.000000,7.983000,0.000000
MSET (10 keys),90909.090000,0.000000,0.271000,0.000000,0.064000,0.000000,0.271000,0.000000,0.359000,0.000000,0.463000,0.000000,0.535000,0.000000
