test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,115207.380000,7742.360000,0.226000,0.019000,0.024000,0.032000,0.223000,0.008000,0.295000,0.056000,0.367000,0.072000,3.191000,2.736000
PING_MBULK,113765.640000,23982.150000,0.229000,0.089000,0.016000,0.032000,0.223000,0.032000,0.295000,0.232000,0.359000,1.008000,2.879000,8.160000
SET,111358.580000,6925.020000,0.236000,0.028000,0.024000,0.016000,0.231000,0.016000,0.311000,0.032000,0.359000,0.392000,4.159000,15.096000
GET,114810.560000,10052.170000,0.228000,0.024000,0.024000,0.016000,0.223000,0.008000,0.279000,0.072000,0.351000,0.136000,4.063000,1.832000
INCR,115473.450000,7961.690000,0.226000,0.017000,0.024000,0.000000,0.223000,0.000000,0.287000,0.056000,0.343000,0.040000,1.623000,3.864000
LPUSH,115740.730000,18596.850000,0.226000,0.041000,0.016000,0.008000,0.223000,0.032000,0.287000,0.080000,0.351000,0.080000,4.015000,1.784000
RPUSH,115874.860000,12658.840000,0.227000,0.027000,0.032000,0.032000,0.223000,0.016000,0.279000,0.056000,0.359000,0.064000,1.935000,2.536000
LPOP,110619.470000,7877.570000,0.237000,0.017000,0.024000,0.016000,0.223000,0.008000,0.311000,0.080000,0.383000,0.080000,3.935000,1.680000
RPOP,117370.890000,8099.610000,0.222000,0.017000,0.024000,0.000000,0.223000,0.000000,0.271000,0.064000,0.343000,0.040000,2.823000,1.792000
SADD,116279.070000,7686.820000,0.225000,0.018000,0.016000,0.008000,0.223000,0.016000,0.279000,0.048000,0.359000,0.064000,3.983000,2.712000
HSET,115340.260000,5339.710000,0.227000,0.013000,0.024000,0.016000,0.223000,0.000000,0.279000,0.048000,0.351000,0.072000,1.599000,2.552000
SPOP,115340.260000,1471.900000,0.231000,0.005000,0.016000,0.000000,0.223000,0.000000,0.287000,0.024000,0.423000,0.216000,3.839000,4.080000
LPUSH (needed to benchmark LRANGE),114810.560000,4326.570000,0.227000,0.010000,0.024000,0.016000,0.223000,0.000000,0.279000,0.040000,0.415000,0.144000,4.335000,3.048000
LRANGE_100 (first 100 elements),76452.600000,10011.640000,0.366000,0.070000,0.032000,0.008000,0.327000,0.008000,0.495000,0.176000,1.319000,0.920000,14.927000,10.576000
MSET (10 keys),106157.120000,10930.020000,0.283000,0.034000,0.016000,0.000000,0.239000,0.008000,0.527000,0.112000,1.223000,0.280000,6.511000,6.184000
