test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,869565.190000,71947.630000,0.479000,0.066000,0.032000,0.000000,0.327000,0.016000,1.207000,0.224000,2.639000,1.184000,9.479000,4.624000
PING_MBULK,833333.380000,36231.810000,0.465000,0.076000,0.032000,0.000000,0.335000,0.024000,1.175000,0.360000,3.591000,1.560000,11.119000,12.720000
SET,662251.690000,62178.750000,0.742000,0.073000,0.040000,0.000000,0.343000,0.032000,2.983000,0.464000,6.599000,1.184000,11.207000,2.656000
GET,819672.120000,96519.250000,0.583000,0.090000,0.040000,0.000000,0.439000,0.048000,1.519000,0.288000,2.311000,1.440000,9.311000,6.768000
INCR,645161.310000,28594.810000,0.764000,0.038000,0.040000,0.000000,0.319000,0.016000,3.079000,0.432000,7.223000,1.392000,12.279000,2.192000
LPUSH,442477.880000,53173.530000,1.117000,0.151000,0.032000,0.000000,1.143000,0.064000,1.519000,0.160000,2.479000,0.720000,4.879000,3.600000
RPUSH,404858.310000,16942.250000,1.224000,0.048000,0.032000,0.008000,1.183000,0.024000,1.695000,0.280000,2.711000,0.392000,4.255000,1.760000
LPOP,444444.470000,28509.500000,1.113000,0.074000,0.032000,0.000000,1.143000,0.008000,1.439000,0.432000,2.415000,1.048000,7.855000,4.832000
RPOP,442477.880000,38927.820000,1.120000,0.102000,0.032000,0.000000,1.151000,0.016000,1.463000,0.592000,2.167000,0.848000,5.879000,4.344000
SADD,418410.060000,37643.470000,1.182000,0.107000,0.032000,0.000000,1.175000,0.048000,1.623000,0.464000,2.479000,0.768000,4.999000,3.488000
HSET,393700.780000,37935.000000,1.258000,0.115000,0.040000,0.008000,1.191000,0.056000,1.727000,0.296000,2.935000,1.648000,5.767000,2.376000
SPOP,429184.560000,3715.850000,1.153000,0.010000,0.024000,0.000000,1.159000,0.016000,1.719000,0.216000,2.735000,1.656000,5.519000,3.432000
LPUSH (needed to benchmark LRANGE),446428.560000,40966.070000,1.107000,0.112000,0.032000,0.000000,1.135000,0.040000,1.559000,0.064000,2.543000,0.488000,4.439000,2.856000
LRANGE_100 (first 100 elements),180180.170000,7324.190000,2.057000,0.175000,0.184000,0.016000,1.255000,0.024000,6.247000,0.928000,10.847000,3.560000,18.431000,4.864000
MSET (10 keys),227272.730000,13691.130000,2.185000,0.122000,0.104000,0.016000,1.767000,0.120000,5.215000,0.288000,7.151000,0.320000,12.383000,2.728000
