"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","105263.16","0.247","0.024","0.239","0.319","0.391","2.199"
"PING_MBULK","109170.30","0.238","0.024","0.231","0.303","0.367","2.551"
"SET","110497.24","0.239","0.016","0.231","0.295","0.415","4.175"
"GET","110132.16","0.237","0.024","0.231","0.303","0.367","1.967"
"INCR","108108.11","0.243","0.016","0.239","0.311","0.391","3.871"
"LPUSH","111358.58","0.237","0.008","0.231","0.279","0.383","4.407"
"RPUSH","105485.23","0.249","0.016","0.239","0.319","0.407","3.839"
"LPOP","103412.62","0.253","0.024","0.239","0.343","0.431","3.807"
"RPOP","107874.87","0.242","0.024","0.239","0.311","0.391","2.079"
"SADD","107758.62","0.244","0.016","0.239","0.319","0.407","2.327"
"HSET","109051.26","0.241","0.016","0.239","0.311","0.399","1.759"
"SPOP","108342.37","0.244","0.016","0.231","0.319","0.447","4.247"
"LPUSH (needed to benchmark LRANGE)","106044.54","0.250","0.024","0.239","0.319","0.463","3.167"
"LRANGE_100 (first 100 elements)","74404.77","0.372","0.032","0.335","0.479","1.463","9.079"
"MSET (10 keys)","108813.92","0.263","0.016","0.239","0.383","0.879","9.807"
