"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","110132.16","0.238","0.024","0.231","0.303","0.391","3.719"
"PING_MBULK","111607.14","0.232","0.032","0.231","0.303","0.351","1.495"
"SET","113250.28","0.230","0.024","0.231","0.271","0.343","1.431"
"GET","112739.57","0.232","0.016","0.231","0.271","0.359","2.975"
"INCR","100000.00","0.265","0.016","0.247","0.359","0.503","5.375"
"LPUSH","116686.12","0.224","0.024","0.223","0.263","0.343","1.399"
"RPUSH","97560.98","0.269","0.032","0.271","0.335","0.407","5.719"
"LPOP","102669.41","0.253","0.040","0.239","0.335","0.383","3.271"
"RPOP","111731.84","0.236","0.016","0.223","0.303","0.391","4.335"
"SADD","109649.12","0.239","0.016","0.231","0.311","0.399","2.615"
"HSET","110011.00","0.238","0.024","0.231","0.311","0.367","3.775"
"SPOP","100704.94","0.260","0.024","0.255","0.327","0.415","2.151"
"LPUSH (needed to benchmark LRANGE)","113378.68","0.230","0.024","0.231","0.295","0.359","4.255"
"LRANGE_100 (first 100 elements)","73909.83","0.368","0.032","0.335","0.463","1.047","5.351"
"MSET (10 keys)","106157.12","0.281","0.016","0.247","0.503","1.063","8.807"
