test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,103412.620000,14925.690000,0.250000,0.035000,0.032000,0.040000,0.239000,0.048000,0.327000,0.040000,0.375000,0.024000,2.087000,1.800000
PING_MBULK,104931.800000,15353.760000,0.247000,0.037000,0.032000,0.040000,0.231000,0.048000,0.319000,0.048000,0.391000,0.040000,1.559000,1.296000
SET,104602.520000,21913.050000,0.251000,0.054000,0.024000,0.008000,0.239000,0.056000,0.327000,0.072000,0.399000,0.048000,2.791000,1.184000
GET,110253.590000,12755.540000,0.236000,0.028000,0.024000,0.048000,0.231000,0.016000,0.303000,0.056000,0.375000,0.040000,1.471000,1.168000
INCR,112233.450000,12259.450000,0.234000,0.029000,0.016000,0.016000,0.231000,0.024000,0.287000,0.056000,0.367000,0.040000,2.119000,1.944000
LPUSH,109170.300000,19127.970000,0.241000,0.046000,0.024000,0.000000,0.231000,0.056000,0.311000,0.080000,0.399000,0.056000,4.335000,2.024000
RPUSH,109051.260000,8988.710000,0.243000,0.020000,0.024000,0.024000,0.231000,0.016000,0.319000,0.040000,0.423000,0.064000,1.711000,4.024000
LPOP,103842.160000,16448.010000,0.252000,0.039000,0.032000,0.024000,0.247000,0.048000,0.327000,0.048000,0.383000,0.040000,4.103000,2.064000
RPOP,109529.020000,9077.360000,0.238000,0.020000,0.040000,0.032000,0.231000,0.032000,0.319000,0.024000,0.367000,0.016000,2.295000,1.968000
SADD,108695.650000,10571.800000,0.240000,0.025000,0.024000,0.008000,0.239000,0.016000,0.311000,0.024000,0.375000,0.032000,1.639000,0.280000
HSET,107411.380000,10562.200000,0.243000,0.024000,0.024000,0.008000,0.239000,0.016000,0.319000,0.064000,0.375000,0.064000,2.983000,1.504000
SPOP,109051.260000,6343.980000,0.241000,0.013000,0.016000,0.000000,0.231000,0.008000,0.311000,0.032000,0.383000,0.016000,2.583000,0.704000
LPUSH (needed to benchmark LRANGE),104058.270000,15610.430000,0.251000,0.037000,0.016000,0.016000,0.247000,0.048000,0.327000,0.040000,0.391000,0.024000,1.591000,1.576000
LRANGE_100 (first 100 elements),74738.410000,2181.350000,0.360000,0.006000,0.032000,0.008000,0.335000,0.008000,0.439000,0.008000,0.879000,0.216000,7.927000,4.968000
MSET (10 keys),99700.900000,4763.090000,0.270000,0.011000,0.024000,0.000000,0.255000,0.016000,0.343000,0.008000,0.551000,0.088000,3.671000,1.400000
