test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,909090.940000,69972.930000,0.419000,0.075000,0.024000,0.008000,0.295000,0.024000,0.903000,0.240000,2.399000,2.040000,11.503000,8.760000
PING_MBULK,917431.190000,155994.690000,0.450000,0.026000,0.032000,0.008000,0.311000,0.024000,1.095000,0.120000,2.391000,1.960000,11.895000,5.368000
SET,675675.690000,36060.380000,0.728000,0.043000,0.032000,0.008000,0.319000,0.008000,2.903000,0.448000,6.831000,0.800000,12.431000,2.456000
GET,847457.620000,80819.060000,0.554000,0.057000,0.032000,0.000000,0.415000,0.016000,1.399000,0.184000,2.095000,1.768000,10.375000,4.832000
INCR,662251.690000,71434.560000,0.741000,0.086000,0.040000,0.000000,0.303000,0.056000,3.119000,0.440000,6.831000,0.296000,10.783000,0.768000
LPUSH,456621.000000,65194.060000,1.083000,0.165000,0.032000,0.000000,1.135000,0.040000,1.607000,0.384000,2.431000,1.480000,5.191000,2.664000
RPUSH,427350.440000,30020.410000,1.159000,0.080000,0.032000,0.000000,1.167000,0.048000,1.599000,0.136000,2.319000,0.968000,4.527000,1.360000
LPOP,473933.660000,39509.280000,1.040000,0.094000,0.032000,0.000000,1.127000,0.016000,1.495000,0.336000,2.447000,0.864000,4.743000,2.416000
RPOP,478468.880000,79865.970000,1.033000,0.207000,0.032000,0.000000,1.119000,0.048000,1.455000,0.904000,2.767000,2.840000,5.207000,3.344000
SADD,456621.000000,35931.720000,1.082000,0.090000,0.032000,0.000000,1.135000,0.024000,1.639000,0.296000,2.647000,0.592000,3.559000,2.624000
HSET,436681.220000,9747.340000,1.132000,0.027000,0.032000,0.000000,1.151000,0.016000,1.695000,0.464000,2.527000,0.608000,3.983000,2.896000
SPOP,467289.720000,6581.840000,1.058000,0.012000,0.024000,0.008000,1.127000,0.016000,1.655000,0.120000,2.527000,0.408000,5.319000,2.000000
LPUSH (needed to benchmark LRANGE),458715.590000,39509.280000,1.077000,0.091000,0.032000,0.008000,1.135000,0.040000,1.567000,0.072000,2.239000,0.416000,5.431000,1.136000
LRANGE_100 (first 100 elements),183150.190000,7851.720000,2.023000,0.068000,0.176000,0.064000,1.247000,0.040000,6.055000,0.312000,11.023000,0.424000,20.751000,3.440000
MSET (10 keys),234741.780000,6644.920000,2.116000,0.059000,0.112000,0.024000,1.719000,0.048000,5.103000,0.408000,7.111000,0.496000,12.839000,4.104000
