"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","909090.94","0.388","0.024","0.279","0.919","2.639","5.447"
"PING_MBULK","645161.31","0.703","0.024","0.343","2.447","4.895","9.311"
"SET","512820.50","0.931","0.032","0.455","3.335","6.247","8.879"
"GET","800000.00","0.495","0.032","0.327","1.503","2.255","3.559"
"INCR","571428.56","0.800","0.032","0.423","3.327","4.807","6.423"
"LPUSH","384615.38","1.251","0.024","1.087","3.455","4.759","6.303"
"RPUSH","370370.38","1.298","0.024","1.103","4.119","4.575","4.775"
"LPOP","476190.47","1.029","0.024","1.095","1.783","3.015","3.839"
"RPOP","555555.56","0.877","0.024","1.031","1.559","1.991","2.991"
"SADD","555555.56","0.871","0.024","1.047","1.479","1.615","2.583"
"HSET","434782.59","1.128","0.032","1.095","2.175","3.479","4.111"
"SPOP","512820.50","0.946","0.024","1.047","1.503","1.839","2.903"
"LPUSH (needed to benchmark LRANGE)","555555.56","0.863","0.024","1.055","1.719","2.063","2.775"
"LRANGE_100 (first 100 elements)","173913.05","2.128","0.176","1.255","7.391","13.247","16.479"
"MSET (10 keys)","219780.22","2.254","0.160","1.911","5.255","7.167","12.279"
