"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","714285.69","0.461","0.024","0.351","1.231","2.047","3.495"
"PING_MBULK","666666.69","0.554","0.024","0.279","1.887","7.079","7.543"
"SET","606060.62","0.776","0.032","0.431","2.631","4.343","6.847"
"GET","689655.19","0.607","0.040","0.399","1.719","4.231","6.063"
"INCR","769230.75","0.628","0.032","0.319","2.279","3.783","4.959"
"LPUSH","444444.44","1.092","0.024","1.087","2.183","3.679","4.415"
"RPUSH","454545.47","1.058","0.024","1.111","1.807","2.151","3.159"
"LPOP","454545.47","1.061","0.024","1.087","1.911","2.119","3.167"
"RPOP","416666.66","1.166","0.024","1.127","2.495","2.847","4.903"
"SADD","434782.59","1.121","0.024","1.127","1.839","2.663","4.151"
"HSET","400000.00","1.187","0.032","1.087","2.871","3.839","4.207"
"SPOP","434782.59","1.119","0.024","1.119","1.759","2.015","3.175"
"LPUSH (needed to benchmark LRANGE)","500000.00","0.967","0.024","1.071","1.575","1.727","2.743"
"LRANGE_100 (first 100 elements)","165289.25","2.213","0.224","1.399","6.663","10.791","21.503"
"MSET (10 keys)","188679.25","2.610","0.152","1.999","6.535","9.655","13.863"
