test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,100000.000000,8259.130000,0.266000,0.023000,0.064000,0.024000,0.239000,0.032000,0.359000,0.024000,0.527000,0.264000,1.351000,2.376000
PING_MBULK,98039.220000,9764.620000,0.269000,0.024000,0.032000,0.016000,0.255000,0.032000,0.351000,0.048000,0.447000,0.160000,1.783000,1.128000
SET,106382.980000,9685.750000,0.245000,0.033000,0.048000,0.032000,0.239000,0.008000,0.343000,0.104000,0.415000,0.456000,2.255000,2.080000
GET,98039.220000,7701.200000,0.267000,0.032000,0.032000,0.024000,0.247000,0.008000,0.367000,0.064000,0.503000,0.632000,3.351000,8.408000
INCR,100000.000000,14529.910000,0.265000,0.066000,0.040000,0.016000,0.255000,0.048000,0.375000,0.168000,0.543000,0.848000,4.183000,3.352000
LPUSH,107526.880000,26986.070000,0.244000,0.111000,0.024000,0.016000,0.239000,0.048000,0.343000,0.304000,0.431000,1.504000,1.175000,3.312000
RPUSH,102040.820000,19565.940000,0.253000,0.062000,0.040000,0.048000,0.247000,0.040000,0.335000,0.072000,0.423000,0.824000,0.879000,3.432000
LPOP,99009.900000,21791.970000,0.269000,0.098000,0.032000,0.008000,0.247000,0.064000,0.359000,0.192000,0.775000,1.640000,3.439000,3.456000
RPOP,88888.890000,29162.900000,0.317000,0.125000,0.040000,0.024000,0.263000,0.056000,0.439000,0.232000,1.383000,1.864000,6.959000,6.808000
SADD,102564.110000,14495.910000,0.261000,0.057000,0.072000,0.056000,0.247000,0.024000,0.351000,0.048000,0.567000,0.616000,3.367000,6.416000
HSET,96618.360000,20389.010000,0.277000,0.069000,0.024000,0.008000,0.247000,0.032000,0.407000,0.128000,0.687000,0.528000,3.807000,4.960000
SPOP,94339.620000,22700.970000,0.288000,0.095000,0.024000,0.056000,0.247000,0.048000,0.447000,0.144000,1.135000,2.160000,5.191000,5.968000
LPUSH (needed to benchmark LRANGE),80321.290000,32676.220000,0.351000,0.150000,0.032000,0.056000,0.295000,0.072000,0.535000,0.368000,1.543000,2.760000,5.359000,4.848000
LRANGE_100 (first 100 elements),63897.770000,7331.070000,0.445000,0.083000,0.032000,0.008000,0.359000,0.032000,0.671000,0.296000,2.471000,2.792000,5.175000,7.304000
MSET (10 keys),102040.820000,3590.300000,0.273000,0.023000,0.040000,0.032000,0.247000,0.000000,0.367000,0.072000,0.791000,0.512000,4.415000,4.808000
