test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,689655.190000,208333.310000,0.490000,0.282000,0.032000,0.008000,0.311000,0.024000,1.791000,1.512000,2.863000,4.704000,5.695000,5.168000
PING_MBULK,769230.750000,284090.940000,0.454000,0.163000,0.032000,0.040000,0.271000,0.064000,1.335000,0.896000,3.847000,2.096000,4.287000,0.872000
SET,526315.810000,189655.190000,0.900000,0.287000,0.032000,0.000000,0.431000,0.160000,3.551000,1.104000,5.583000,1.616000,6.823000,3.568000
GET,800000.000000,211764.750000,0.523000,0.126000,0.040000,0.016000,0.319000,0.080000,1.503000,0.368000,3.903000,3.384000,6.279000,2.432000
INCR,571428.560000,123119.000000,0.791000,0.299000,0.032000,0.016000,0.391000,0.016000,3.359000,2.040000,6.255000,1.848000,8.663000,1.056000
LPUSH,408163.280000,16666.660000,1.197000,0.070000,0.024000,0.000000,1.119000,0.056000,2.247000,1.272000,3.999000,0.488000,5.111000,1.008000
RPUSH,384615.380000,94745.870000,1.259000,0.280000,0.024000,0.008000,1.127000,0.088000,2.447000,1.920000,4.431000,0.264000,4.791000,1.112000
LPOP,454545.470000,98831.970000,1.072000,0.254000,0.024000,0.000000,1.095000,0.032000,2.143000,1.000000,4.031000,0.376000,5.191000,0.584000
RPOP,444444.440000,69930.090000,1.082000,0.184000,0.024000,0.000000,1.071000,0.008000,2.447000,2.072000,4.375000,2.208000,5.783000,2.464000
SADD,408163.280000,26619.310000,1.187000,0.093000,0.024000,0.008000,1.087000,0.040000,2.479000,1.336000,3.359000,1.504000,5.167000,2.600000
HSET,384615.380000,42857.160000,1.220000,0.172000,0.032000,0.000000,1.111000,0.112000,2.527000,1.496000,4.063000,1.280000,5.255000,1.936000
SPOP,408163.280000,33375.060000,1.171000,0.077000,0.024000,0.008000,1.095000,0.056000,2.199000,0.368000,4.279000,0.576000,4.975000,1.440000
LPUSH (needed to benchmark LRANGE),408163.280000,69930.090000,1.190000,0.198000,0.024000,0.000000,1.095000,0.032000,2.431000,1.800000,3.943000,2.608000,6.679000,2.528000
LRANGE_100 (first 100 elements),134228.190000,17676.770000,2.789000,0.667000,0.152000,0.008000,1.559000,0.264000,9.895000,3.368000,16.263000,5.392000,22.671000,16.976000
MSET (10 keys),166666.670000,10761.370000,2.922000,0.155000,0.136000,0.104000,2.487000,0.080000,6.839000,0.784000,10.543000,6.408000,16.015000,6.560000
