"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1000000.00","0.285","0.032","0.255","0.447","1.111","3.703"
"PING_MBULK","1010101.00","0.299","0.024","0.247","0.639","1.319","4.423"
"SET","847457.62","0.525","0.032","0.295","1.903","3.247","5.623"
"GET","877193.00","0.412","0.032","0.263","1.087","3.079","11.183"
"INCR","763358.81","0.620","0.032","0.295","2.495","5.039","11.647"
"LPUSH","564971.75","0.870","0.024","1.047","1.719","2.327","3.511"
"RPUSH","515463.91","0.964","0.024","1.055","1.663","2.551","4.055"
"LPOP","568181.81","0.870","0.024","1.023","1.511","1.919","6.879"
"RPOP","578034.69","0.858","0.024","1.007","1.495","2.143","4.551"
"SADD","549450.56","0.902","0.024","1.015","1.543","2.167","3.719"
"HSET","531914.94","0.932","0.024","1.047","1.575","2.127","4.255"
"SPOP","581395.31","0.824","0.016","0.919","1.551","2.791","5.047"
"LPUSH (needed to benchmark LRANGE)","561797.75","0.883","0.024","0.991","1.439","1.879","6.231"
"LRANGE_100 (first 100 elements)","178890.88","2.025","0.120","1.255","6.303","11.375","23.087"
"MSET (10 keys)","233644.86","2.126","0.104","1.751","5.063","7.023","14.151"
