"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","970873.81","0.289","0.024","0.255","0.463","0.983","2.687"
"PING_MBULK","847457.62","0.317","0.056","0.311","0.383","0.631","2.055"
"SET","806451.62","0.549","0.032","0.303","2.031","3.855","8.495"
"GET","961538.44","0.363","0.032","0.263","0.903","1.791","11.111"
"INCR","806451.62","0.573","0.032","0.295","2.231","3.735","6.543"
"LPUSH","487804.88","1.013","0.024","1.063","1.903","2.831","3.623"
"RPUSH","507614.22","0.980","0.024","1.047","1.559","2.023","5.751"
"LPOP","564971.75","0.880","0.024","1.015","1.599","2.311","4.935"
"RPOP","561797.75","0.878","0.024","1.007","1.495","2.311","4.215"
"SADD","523560.22","0.949","0.024","1.047","1.591","2.023","5.095"
"HSET","502512.56","0.985","0.024","1.055","1.575","2.063","4.271"
"SPOP","555555.56","0.869","0.016","0.951","1.543","3.175","7.527"
"LPUSH (needed to benchmark LRANGE)","531914.94","0.928","0.024","1.047","1.583","2.279","4.271"
"LRANGE_100 (first 100 elements)","174825.17","2.114","0.192","1.271","6.919","12.079","20.351"
"MSET (10 keys)","231481.47","2.148","0.120","1.703","5.199","7.239","13.127"
