"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","112359.55","0.231","0.032","0.231","0.287","0.351","1.767"
"PING_MBULK","105932.20","0.246","0.032","0.239","0.319","0.375","2.007"
"SET","111607.14","0.236","0.024","0.231","0.295","0.391","2.231"
"GET","109289.62","0.239","0.024","0.239","0.303","0.383","1.695"
"INCR","109890.11","0.238","0.016","0.231","0.303","0.367","1.711"
"LPUSH","111358.58","0.238","0.016","0.231","0.287","0.415","5.911"
"RPUSH","109170.30","0.242","0.016","0.231","0.311","0.423","3.671"
"LPOP","111482.72","0.235","0.024","0.231","0.295","0.383","3.807"
"RPOP","111358.58","0.235","0.024","0.231","0.295","0.383","2.311"
"SADD","107642.62","0.243","0.048","0.239","0.319","0.391","1.591"
"HSET","109649.12","0.240","0.032","0.231","0.311","0.399","2.167"
"SPOP","109769.48","0.240","0.016","0.231","0.311","0.439","4.151"
"LPUSH (needed to benchmark LRANGE)","110132.16","0.239","0.016","0.231","0.311","0.375","4.295"
"LRANGE_100 (first 100 elements)","74682.60","0.364","0.032","0.335","0.455","1.079","8.215"
"MSET (10 keys)","108225.10","0.267","0.016","0.239","0.383","0.919","10.511"
