"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","105263.16","0.248","0.040","0.239","0.327","0.391","3.535"
"PING_MBULK","111234.70","0.233","0.056","0.231","0.295","0.351","1.119"
"SET","110497.24","0.236","0.032","0.231","0.303","0.375","1.679"
"GET","109649.12","0.238","0.032","0.231","0.311","0.367","2.127"
"INCR","106951.88","0.244","0.032","0.239","0.319","0.375","1.271"
"LPUSH","107296.14","0.243","0.048","0.239","0.311","0.367","2.159"
"RPUSH","110741.97","0.236","0.032","0.231","0.295","0.367","1.615"
"LPOP","112612.61","0.233","0.016","0.231","0.279","0.375","3.655"
"RPOP","111234.70","0.234","0.032","0.231","0.295","0.367","1.615"
"SADD","106044.54","0.245","0.024","0.231","0.335","0.407","2.127"
"HSET","110497.24","0.239","0.024","0.231","0.303","0.391","3.559"
"SPOP","106269.93","0.254","0.016","0.239","0.343","0.735","4.319"
"LPUSH (needed to benchmark LRANGE)","106044.54","0.247","0.016","0.239","0.319","0.391","2.279"
"LRANGE_100 (first 100 elements)","75357.95","0.359","0.040","0.335","0.439","1.079","7.799"
"MSET (10 keys)","110375.27","0.253","0.016","0.239","0.335","0.703","8.079"
