"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","609756.06","0.744","0.016","0.391","2.663","5.199","25.583"
"PING_MBULK","628930.81","0.731","0.024","0.383","2.647","6.183","22.319"
"SET","349650.34","1.419","0.032","0.911","4.431","7.887","17.999"
"GET","543478.25","0.879","0.024","0.479","2.903","6.287","23.327"
"INCR","344827.59","1.441","0.032","0.927","4.447","7.903","21.135"
"LPUSH","324675.31","1.527","0.024","1.279","3.911","5.959","8.719"
"RPUSH","327868.84","1.514","0.024","1.215","4.567","6.799","11.023"
"LPOP","300300.28","1.645","0.024","1.311","4.639","6.783","13.903"
"RPOP","319488.81","1.552","0.024","1.223","4.383","7.959","12.879"
"SADD","295858.00","1.673","0.024","1.359","4.855","8.503","13.743"
"HSET","289855.06","1.702","0.032","1.351","4.639","7.527","16.415"
"SPOP","301204.84","1.643","0.016","1.343","4.471","6.335","20.399"
"LPUSH (needed to benchmark LRANGE)","321543.41","1.539","0.024","1.223","4.183","6.455","12.615"
"LRANGE_100 (first 100 elements)","108577.63","4.338","0.120","2.639","13.839","26.367","43.999"
"MSET (10 keys)","96899.23","5.120","0.128","4.167","12.855","18.383","34.655"
