"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","598802.44","0.754","0.024","0.447","2.263","5.887","15.503"
"PING_MBULK","694444.50","0.656","0.016","0.407","1.831","4.823","14.711"
"SET","315457.41","1.565","0.032","0.975","5.143","9.175","13.639"
"GET","500000.00","0.967","0.024","0.487","3.479","8.431","25.071"
"INCR","326797.41","1.516","0.032","0.927","5.047","8.191","21.343"
"LPUSH","304878.03","1.618","0.024","1.311","4.551","6.935","19.295"
"RPUSH","272479.56","1.811","0.024","1.431","5.103","8.207","13.607"
"LPOP","294117.66","1.685","0.024","1.383","4.207","7.911","13.159"
"RPOP","302114.81","1.638","0.024","1.407","4.191","6.575","9.543"
"SADD","284900.28","1.734","0.024","1.463","4.391","8.567","19.503"
"HSET","258397.94","1.904","0.024","1.519","5.079","10.647","17.615"
"SPOP","286532.94","1.727","0.016","1.319","5.103","8.239","13.583"
"LPUSH (needed to benchmark LRANGE)","284090.91","1.739","0.024","1.335","4.951","7.623","21.679"
"LRANGE_100 (first 100 elements)","106269.93","4.320","0.120","2.679","14.079","21.887","39.455"
"MSET (10 keys)","105820.11","4.677","0.128","3.983","11.199","15.535","25.151"
