"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","507614.22","0.880","0.024","0.415","3.447","9.015","21.695"
"PING_MBULK","571428.56","0.760","0.024","0.423","2.407","4.983","17.071"
"SET","347222.25","1.408","0.032","0.887","4.607","7.087","13.511"
"GET","523560.22","0.911","0.032","0.559","2.703","5.263","26.703"
"INCR","289855.06","1.684","0.040","1.183","4.943","6.943","16.143"
"LPUSH","236406.61","2.061","0.032","1.559","5.887","8.047","12.543"
"RPUSH","253807.11","1.933","0.032","1.631","4.887","7.023","13.631"
"LPOP","227790.42","2.135","0.024","1.679","6.063","9.063","13.079"
"RPOP","263157.91","1.837","0.024","1.511","4.735","6.831","11.583"
"SADD","236406.61","2.073","0.032","1.631","5.391","8.807","21.231"
"HSET","235849.06","2.074","0.032","1.735","5.631","7.831","9.855"
"SPOP","261096.61","1.875","0.024","1.415","5.719","8.463","15.471"
"LPUSH (needed to benchmark LRANGE)","258397.94","1.903","0.024","1.599","4.655","7.215","12.823"
"LRANGE_100 (first 100 elements)","121951.22","3.875","0.104","2.447","12.623","19.887","37.695"
"MSET (10 keys)","107874.87","4.579","0.120","3.943","10.695","14.735","26.047"
