"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","999999.94","0.348","0.080","0.335","0.583","0.607","0.615"
"PING_MBULK","999999.94","0.503","0.064","0.479","0.831","1.743","1.775"
"SET","249999.98","1.219","0.072","0.895","2.719","2.823","2.983"
"GET","499999.97","0.652","0.072","0.567","1.311","1.391","1.447"
"INCR","124999.99","2.763","0.160","2.631","5.007","5.327","5.407"
"LPUSH","200000.00","1.608","0.056","1.687","2.975","3.479","3.551"
"RPUSH","333333.34","1.181","0.048","1.055","2.391","2.511","2.543"
"LPOP","333333.34","0.988","0.040","1.263","1.839","1.863","1.911"
"RPOP","249999.98","1.363","0.080","0.999","3.223","3.423","3.455"
"SADD","249999.98","1.486","0.096","1.159","2.647","2.727","2.823"
"HSET","249999.98","1.109","0.040","1.111","2.655","2.783","2.823"
"SPOP","333333.34","1.347","0.096","1.095","3.007","3.167","3.167"
"LPUSH (needed to benchmark LRANGE)","249999.98","1.434","0.048","1.295","3.239","3.391","4.247"
"LRANGE_100 (first 100 elements)","76923.08","3.954","0.288","2.751","10.567","11.415","11.791"
"MSET (10 keys)","100000.00","4.078","0.216","3.479","8.623","9.055","9.111"
