"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","362318.84","1.371","0.024","0.095","7.663","14.087","30.335"
"PING_MBULK","350877.19","1.413","0.024","0.095","7.927","13.831","30.847"
"SET","425531.91","1.162","0.032","0.559","4.415","9.071","18.079"
"GET","309597.50","1.602","0.032","0.135","9.111","16.623","36.287"
"INCR","416666.69","1.188","0.032","0.575","4.583","8.959","18.959"
"LPUSH","432900.41","1.146","0.032","1.103","1.991","3.831","6.063"
"RPUSH","387596.91","1.276","0.032","1.127","2.567","4.583","6.471"
"LPOP","452488.69","1.093","0.032","1.095","1.791","5.407","7.079"
"RPOP","446428.56","1.109","0.032","1.103","2.031","4.167","6.655"
"SADD","386100.38","1.275","0.032","1.167","2.519","4.415","6.071"
"HSET","400000.00","1.233","0.032","1.127","2.215","4.279","7.607"
"SPOP","404858.31","1.226","0.024","1.127","2.439","4.223","6.567"
"LPUSH (needed to benchmark LRANGE)","418410.06","1.185","0.032","1.111","2.271","3.911","6.759"
"LRANGE_100 (first 100 elements)","168634.06","2.719","0.112","0.799","12.535","21.503","54.111"
"MSET (10 keys)","204081.62","2.435","0.104","1.991","5.927","8.207","16.119"
