"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","363636.34","1.357","0.024","0.103","7.487","13.703","37.151"
"PING_MBULK","357142.84","1.376","0.024","0.103","7.823","13.647","25.631"
"SET","398406.41","1.245","0.032","0.583","5.047","10.271","19.135"
"GET","303951.38","1.628","0.032","0.151","9.087","16.799","39.679"
"INCR","421940.94","1.175","0.032","0.591","4.391","7.951","13.095"
"LPUSH","420168.06","1.176","0.032","1.111","2.159","4.975","6.847"
"RPUSH","427350.44","1.156","0.032","1.095","2.119","4.327","8.391"
"LPOP","409836.06","1.207","0.032","1.111","2.527","4.455","9.631"
"RPOP","425531.91","1.161","0.032","1.111","2.263","5.487","7.063"
"SADD","432900.41","1.148","0.032","1.103","1.951","3.951","6.055"
"HSET","381679.41","1.291","0.040","1.199","2.407","4.151","6.215"
"SPOP","381679.41","1.294","0.024","1.135","2.975","5.391","9.967"
"LPUSH (needed to benchmark LRANGE)","431034.50","1.150","0.032","1.103","2.175","4.047","5.639"
"LRANGE_100 (first 100 elements)","168350.17","2.472","0.112","1.319","8.175","16.735","30.111"
"MSET (10 keys)","210084.03","2.369","0.104","1.983","5.567","7.679","14.551"
