test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,900900.880000,82644.630000,0.433000,0.053000,0.024000,0.008000,0.319000,0.016000,1.095000,0.304000,1.991000,1.344000,8.887000,5.520000
PING_MBULK,884955.750000,39525.750000,0.505000,0.027000,0.024000,0.008000,0.327000,0.024000,1.295000,0.048000,3.471000,1.008000,7.983000,7.968000
SET,636942.620000,38733.070000,0.772000,0.043000,0.040000,0.016000,0.319000,0.032000,3.079000,0.184000,7.479000,2.312000,12.519000,4.712000
GET,833333.380000,26881.760000,0.581000,0.017000,0.032000,0.000000,0.447000,0.024000,1.439000,0.024000,2.183000,0.168000,9.071000,5.840000
INCR,621118.000000,35853.680000,0.788000,0.045000,0.040000,0.008000,0.343000,0.048000,3.039000,0.328000,7.943000,0.472000,10.647000,2.728000
LPUSH,431034.500000,68202.350000,1.146000,0.199000,0.032000,0.000000,1.159000,0.080000,1.591000,0.384000,2.455000,2.304000,4.239000,5.808000
RPUSH,408163.250000,71071.970000,1.212000,0.217000,0.032000,0.008000,1.191000,0.120000,1.615000,0.336000,2.759000,0.296000,5.599000,3.216000
LPOP,442477.880000,25360.910000,1.118000,0.060000,0.032000,0.000000,1.143000,0.032000,1.519000,0.104000,2.327000,0.096000,4.279000,0.352000
RPOP,434782.590000,37100.690000,1.143000,0.094000,0.032000,0.000000,1.159000,0.032000,1.591000,0.392000,2.439000,0.312000,3.783000,0.584000
SADD,411522.620000,10246.810000,1.203000,0.031000,0.032000,0.008000,1.183000,0.024000,1.663000,0.088000,2.423000,0.520000,3.663000,0.224000
HSET,403225.810000,8229.620000,1.224000,0.023000,0.040000,0.008000,1.183000,0.008000,1.719000,0.320000,2.359000,0.720000,4.191000,1.736000
SPOP,423728.810000,1803.100000,1.165000,0.007000,0.024000,0.008000,1.167000,0.024000,1.703000,0.128000,3.167000,0.976000,7.727000,1.576000
LPUSH (needed to benchmark LRANGE),425531.910000,58787.910000,1.164000,0.172000,0.032000,0.000000,1.159000,0.096000,1.607000,0.216000,2.487000,0.592000,5.503000,0.320000
LRANGE_100 (first 100 elements),175131.360000,15151.510000,2.116000,0.250000,0.176000,0.088000,1.279000,0.056000,6.423000,1.240000,10.807000,4.520000,19.039000,7.040000
MSET (10 keys),225733.640000,16739.530000,2.204000,0.174000,0.120000,0.008000,1.751000,0.152000,5.431000,0.336000,7.799000,0.896000,13.183000,3.104000
