"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","116279.06","0.223","0.032","0.223","0.279","0.367","0.775"
"PING_MBULK","114942.53","0.225","0.048","0.223","0.295","0.391","0.943"
"SET","117647.05","0.222","0.072","0.215","0.287","0.407","0.911"
"GET","116279.06","0.228","0.072","0.215","0.287","0.487","1.631"
"INCR","103092.78","0.252","0.064","0.255","0.327","0.399","0.831"
"LPUSH","107526.88","0.241","0.064","0.231","0.335","0.375","0.527"
"RPUSH","111111.11","0.232","0.072","0.231","0.311","0.359","0.479"
"LPOP","116279.06","0.224","0.056","0.223","0.287","0.367","0.463"
"RPOP","116279.06","0.223","0.072","0.223","0.287","0.335","0.599"
"SADD","116279.06","0.227","0.032","0.223","0.287","0.391","0.975"
"HSET","112359.55","0.230","0.032","0.231","0.295","0.375","0.743"
"SPOP","113636.37","0.231","0.056","0.223","0.279","0.527","1.359"
"LPUSH (needed to benchmark LRANGE)","111111.11","0.232","0.048","0.231","0.319","0.359","0.503"
"LRANGE_100 (first 100 elements)","78740.16","0.339","0.040","0.327","0.407","0.871","4.511"
"MSET (10 keys)","109890.11","0.266","0.024","0.231","0.391","0.903","6.047"
