test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,108577.630000,7096.390000,0.241000,0.017000,0.032000,0.024000,0.231000,0.008000,0.311000,0.040000,0.383000,0.040000,2.119000,1.768000
PING_MBULK,106837.610000,5302.500000,0.246000,0.015000,0.032000,0.040000,0.239000,0.008000,0.319000,0.040000,0.375000,0.072000,2.007000,9.280000
SET,110497.240000,6785.340000,0.236000,0.013000,0.024000,0.008000,0.231000,0.008000,0.303000,0.032000,0.391000,0.032000,1.679000,0.696000
GET,109649.120000,2692.460000,0.238000,0.004000,0.024000,0.008000,0.231000,0.008000,0.303000,0.032000,0.383000,0.016000,1.695000,0.440000
INCR,109890.110000,4904.940000,0.238000,0.010000,0.024000,0.016000,0.231000,0.008000,0.303000,0.040000,0.367000,0.016000,1.471000,0.440000
LPUSH,111358.580000,4186.580000,0.238000,0.008000,0.024000,0.032000,0.231000,0.008000,0.295000,0.024000,0.375000,0.048000,2.735000,3.752000
RPUSH,110741.970000,2561.540000,0.236000,0.007000,0.024000,0.016000,0.231000,0.000000,0.295000,0.032000,0.367000,0.064000,2.447000,2.056000
LPOP,111482.720000,1624.820000,0.235000,0.004000,0.024000,0.008000,0.231000,0.000000,0.295000,0.016000,0.375000,0.008000,3.655000,1.336000
RPOP,111358.580000,1251.240000,0.234000,0.003000,0.024000,0.016000,0.231000,0.000000,0.295000,0.008000,0.367000,0.024000,2.279000,0.696000
SADD,107526.880000,1598.080000,0.243000,0.002000,0.024000,0.024000,0.239000,0.008000,0.327000,0.016000,0.391000,0.024000,1.591000,0.536000
HSET,110497.240000,2710.430000,0.239000,0.005000,0.024000,0.016000,0.231000,0.000000,0.303000,0.032000,0.391000,0.016000,2.167000,1.392000
SPOP,108932.460000,3499.550000,0.242000,0.014000,0.016000,0.008000,0.231000,0.008000,0.311000,0.040000,0.439000,0.312000,4.151000,2.192000
LPUSH (needed to benchmark LRANGE),106609.800000,4087.620000,0.245000,0.008000,0.016000,0.008000,0.239000,0.008000,0.319000,0.008000,0.383000,0.016000,2.479000,2.016000
LRANGE_100 (first 100 elements),74682.600000,2999.050000,0.364000,0.020000,0.032000,0.008000,0.335000,0.008000,0.455000,0.048000,1.079000,0.024000,8.215000,8.968000
MSET (10 keys),108813.920000,2150.170000,0.256000,0.014000,0.016000,0.008000,0.239000,0.000000,0.351000,0.048000,0.751000,0.216000,8.079000,5.840000
