"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1111111.12","0.270","0.096","0.247","0.479","0.639","1.639"
"PING_MBULK","1000000.00","0.365","0.024","0.271","0.967","1.351","4.079"
"SET","769230.75","0.617","0.032","0.319","2.575","3.887","5.791"
"GET","1000000.00","0.390","0.024","0.263","0.919","3.527","4.663"
"INCR","714285.69","0.671","0.032","0.367","2.519","3.647","4.783"
"LPUSH","500000.00","0.942","0.032","1.111","1.599","1.999","2.375"
"RPUSH","476190.47","1.013","0.032","1.127","1.591","1.719","2.679"
"LPOP","500000.00","0.979","0.032","1.119","1.583","2.207","3.103"
"RPOP","476190.47","1.020","0.032","1.135","1.623","2.103","3.223"
"SADD","500000.00","0.982","0.032","1.119","1.487","2.007","3.135"
"HSET","454545.47","1.073","0.032","1.151","1.455","1.727","2.647"
"SPOP","476190.47","0.993","0.032","1.127","1.343","1.463","2.303"
"LPUSH (needed to benchmark LRANGE)","500000.00","0.938","0.032","1.103","1.335","1.543","2.287"
"LRANGE_100 (first 100 elements)","188679.25","1.962","0.184","1.207","5.831","7.951","8.783"
"MSET (10 keys)","250000.00","1.960","0.144","1.615","4.383","6.295","9.479"
