"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","892857.12","0.292","0.072","0.295","0.359","0.399","1.111"
"PING_MBULK","925925.88","0.281","0.048","0.271","0.375","0.407","0.735"
"SET","769230.81","0.559","0.040","0.391","1.391","3.663","6.679"
"GET","892857.12","0.494","0.032","0.367","1.247","2.271","10.919"
"INCR","800000.00","0.496","0.040","0.359","1.271","2.663","8.063"
"LPUSH","2580.11","193.668","110.912","192.255","254.719","282.623","866.815"
"RPUSH","793650.75","0.554","0.104","0.527","0.895","1.447","10.791"
"LPOP","840336.12","0.505","0.184","0.503","0.679","1.127","8.367"
"RPOP","884955.75","0.503","0.056","0.519","0.663","0.751","1.127"
"SADD","746268.62","0.608","0.040","0.575","1.031","1.575","4.351"
"HSET","751879.69","0.544","0.184","0.479","0.975","1.703","2.959"
"SPOP","800000.00","0.572","0.040","0.559","0.847","1.527","3.271"
"LPUSH (needed to benchmark LRANGE)","2551.41","195.880","109.824","191.231","261.119","294.143","877.055"
"LRANGE_100 (first 100 elements)","220750.55","1.223","0.248","1.111","1.871","3.183","11.567"
"MSET (10 keys)","139275.77","3.581","0.072","0.479","14.887","22.111","47.071"
