"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","100908.17","0.255","0.064","0.263","0.327","0.359","0.575"
"PING_MBULK","103519.66","0.250","0.024","0.255","0.303","0.327","2.135"
"SET","89686.10","0.290","0.024","0.295","0.343","0.367","1.487"
"GET","97276.27","0.266","0.040","0.263","0.335","0.359","1.271"
"INCR","90415.91","0.287","0.072","0.287","0.335","0.375","1.103"
"LPUSH","8390.67","5.926","0.096","5.815","13.063","15.831","21.951"
"RPUSH","104493.20","0.249","0.064","0.239","0.327","0.343","3.575"
"LPOP","106951.88","0.243","0.048","0.231","0.327","0.351","1.239"
"RPOP","91575.09","0.283","0.056","0.287","0.343","0.391","1.351"
"SADD","98231.83","0.265","0.048","0.255","0.343","0.391","1.775"
"HSET","86505.19","0.300","0.048","0.295","0.375","0.439","1.511"
"SPOP","93896.71","0.277","0.024","0.287","0.343","0.375","4.375"
"LPUSH (needed to benchmark LRANGE)","8892.05","5.596","0.120","5.583","11.823","13.295","23.311"
"LRANGE_100 (first 100 elements)","75471.70","0.342","0.072","0.327","0.463","0.495","2.023"
"MSET (10 keys)","93457.94","0.287","0.024","0.287","0.367","0.575","4.839"
