"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","95877.28","0.297","0.072","0.287","0.471","0.591","0.887"
"PING_MBULK","108225.10","0.241","0.120","0.231","0.311","0.327","1.823"
"SET","114155.25","0.249","0.080","0.231","0.399","0.543","1.743"
"GET","113507.38","0.231","0.088","0.223","0.295","0.391","0.863"
"INCR","106269.93","0.244","0.064","0.231","0.319","0.343","1.703"
"LPUSH","116686.12","0.223","0.064","0.223","0.263","0.311","0.479"
"RPUSH","115207.38","0.228","0.064","0.223","0.303","0.335","0.543"
"LPOP","114810.56","0.226","0.056","0.223","0.295","0.327","0.439"
"RPOP","114942.53","0.226","0.072","0.223","0.279","0.311","0.511"
"SADD","114547.53","0.228","0.056","0.223","0.287","0.351","1.343"
"HSET","111607.14","0.233","0.064","0.223","0.311","0.327","0.527"
"SPOP","112485.94","0.231","0.064","0.223","0.311","0.327","0.615"
"LPUSH (needed to benchmark LRANGE)","116550.12","0.222","0.064","0.223","0.247","0.303","0.431"
"LRANGE_100 (first 100 elements)","78616.35","0.326","0.144","0.319","0.439","0.447","0.631"
"MSET (10 keys)","112866.82","0.259","0.064","0.231","0.447","0.559","0.895"
