"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","100000.00","0.252","0.056","0.247","0.367","0.463","0.551"
"PING_MBULK","100000.00","0.238","0.048","0.231","0.327","0.551","0.647"
"SET","100000.00","0.257","0.048","0.247","0.407","0.567","0.663"
"GET","90909.09","0.262","0.048","0.263","0.391","0.439","0.511"
"INCR","100000.00","0.241","0.040","0.247","0.327","0.423","0.511"
"LPUSH","100000.00","0.252","0.096","0.255","0.335","0.415","0.487"
"RPUSH","111111.12","0.240","0.040","0.239","0.319","0.399","0.463"
"LPOP","100000.00","0.248","0.032","0.247","0.343","0.455","0.527"
"RPOP","83333.34","0.324","0.072","0.327","0.431","0.567","0.719"
"SADD","100000.00","0.256","0.040","0.255","0.391","0.463","0.535"
"HSET","71428.57","0.418","0.040","0.311","0.695","2.711","2.863"
"SPOP","100000.00","0.257","0.032","0.255","0.359","0.455","0.519"
"LPUSH (needed to benchmark LRANGE)","100000.00","0.251","0.040","0.255","0.367","0.439","0.511"
"LRANGE_100 (first 100 elements)","62500.00","0.436","0.128","0.439","0.655","1.223","1.759"
"MSET (10 keys)","111111.12","0.252","0.072","0.247","0.351","0.455","0.527"
