"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","917431.19","0.447","0.032","0.303","1.103","2.983","9.015"
"PING_MBULK","854700.88","0.533","0.024","0.359","1.343","4.343","10.207"
"SET","609756.06","0.808","0.040","0.375","3.239","6.351","9.351"
"GET","781249.94","0.625","0.032","0.463","1.599","2.847","9.911"
"INCR","613496.94","0.802","0.040","0.327","3.607","6.671","11.695"
"LPUSH","434782.59","1.136","0.032","1.143","1.575","2.479","4.135"
"RPUSH","387596.91","1.275","0.032","1.215","1.807","2.983","5.311"
"LPOP","427350.44","1.156","0.032","1.151","1.631","2.631","5.911"
"RPOP","436681.22","1.130","0.032","1.143","1.527","2.823","4.687"
"SADD","416666.69","1.186","0.032","1.167","1.719","2.935","3.911"
"HSET","403225.81","1.229","0.032","1.183","1.895","3.343","5.975"
"SPOP","414937.75","1.194","0.024","1.183","1.759","3.367","6.239"
"LPUSH (needed to benchmark LRANGE)","423728.81","1.167","0.032","1.159","1.559","2.511","5.559"
"LRANGE_100 (first 100 elements)","177935.95","2.155","0.136","1.287","6.487","11.559","22.255"
"MSET (10 keys)","223214.28","2.223","0.112","1.799","5.367","7.447","12.975"
