"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","787401.56","0.473","0.032","0.319","1.199","3.095","18.927"
"PING_MBULK","892857.12","0.477","0.024","0.311","1.279","2.879","5.847"
"SET","613496.94","0.802","0.040","0.359","3.191","6.671","11.031"
"GET","781249.94","0.625","0.040","0.463","1.559","3.519","11.895"
"INCR","588235.31","0.832","0.040","0.343","3.391","8.111","11.911"
"LPUSH","377358.50","1.310","0.032","1.239","1.711","3.615","5.615"
"RPUSH","380228.12","1.303","0.040","1.231","1.783","3.007","6.975"
"LPOP","436681.22","1.127","0.032","1.151","1.583","2.335","3.575"
"RPOP","442477.88","1.115","0.040","1.151","1.463","2.103","3.471"
"SADD","414937.75","1.189","0.032","1.175","1.775","2.439","3.511"
"HSET","359712.22","1.377","0.040","1.239","2.351","4.423","6.839"
"SPOP","375939.84","1.317","0.032","1.215","2.063","5.215","8.175"
"LPUSH (needed to benchmark LRANGE)","381679.41","1.295","0.040","1.263","1.823","2.887","4.951"
"LRANGE_100 (first 100 elements)","167504.19","2.251","0.120","1.359","6.959","11.367","22.655"
"MSET (10 keys)","212765.95","2.336","0.104","1.935","5.559","7.751","15.007"
