"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","909090.94","0.453","0.032","0.295","1.135","3.711","11.503"
"PING_MBULK","787401.56","0.474","0.032","0.327","1.183","1.887","11.895"
"SET","653594.81","0.749","0.040","0.327","2.903","6.831","14.711"
"GET","847457.62","0.554","0.032","0.431","1.399","2.095","12.583"
"INCR","613496.94","0.803","0.040","0.351","3.383","6.831","11.151"
"LPUSH","406504.06","1.213","0.032","1.167","1.951","3.751","6.191"
"RPUSH","418410.06","1.182","0.032","1.183","1.567","2.295","3.599"
"LPOP","436681.22","1.134","0.032","1.143","1.831","3.119","6.759"
"RPOP","403225.81","1.230","0.032","1.159","2.279","5.447","8.535"
"SADD","456621.00","1.082","0.032","1.135","1.639","2.647","3.559"
"HSET","436681.22","1.132","0.032","1.151","1.479","2.223","3.439"
"SPOP","465116.28","1.058","0.032","1.135","1.655","2.527","4.223"
"LPUSH (needed to benchmark LRANGE)","436681.22","1.131","0.040","1.159","1.599","2.239","5.567"
"LRANGE_100 (first 100 elements)","176991.16","2.054","0.176","1.271","6.055","11.383","20.751"
"MSET (10 keys)","234741.78","2.116","0.112","1.735","5.103","6.927","10.623"
