"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","900900.88","0.419","0.024","0.311","0.903","2.399","16.463"
"PING_MBULK","917431.19","0.450","0.024","0.303","1.063","3.847","12.431"
"SET","675675.69","0.728","0.032","0.319","3.095","6.583","12.431"
"GET","781249.94","0.594","0.032","0.415","1.503","3.815","10.375"
"INCR","662251.69","0.741","0.040","0.303","3.119","6.967","10.783"
"LPUSH","456621.00","1.083","0.032","1.135","1.567","2.271","3.527"
"RPUSH","448430.47","1.102","0.032","1.135","1.703","3.263","4.527"
"LPOP","473933.66","1.040","0.032","1.127","1.495","2.447","4.343"
"RPOP","478468.88","1.033","0.032","1.119","1.455","2.607","5.207"
"SADD","429184.56","1.152","0.032","1.159","1.743","2.727","5.815"
"HSET","436681.22","1.133","0.032","1.151","1.695","2.527","6.335"
"SPOP","467289.72","1.059","0.024","1.127","1.687","2.527","5.319"
"LPUSH (needed to benchmark LRANGE)","476190.50","1.040","0.032","1.119","1.567","2.199","4.431"
"LRANGE_100 (first 100 elements)","184842.88","1.986","0.200","1.247","5.847","11.023","18.447"
"MSET (10 keys)","232018.56","2.141","0.128","1.687","5.319","7.423","12.839"
