"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","970873.81","0.378","0.024","0.287","0.895","1.671","7.703"
"PING_MBULK","943396.25","0.448","0.032","0.311","1.095","2.391","7.063"
"SET","689655.19","0.706","0.032","0.319","2.647","7.383","12.255"
"GET","862069.00","0.537","0.032","0.415","1.319","2.047","7.751"
"INCR","684931.50","0.717","0.040","0.295","2.943","6.671","10.383"
"LPUSH","471698.12","1.048","0.032","1.127","1.607","2.431","5.191"
"RPUSH","427350.44","1.159","0.032","1.167","1.599","2.319","4.959"
"LPOP","476190.50","1.040","0.032","1.127","1.495","2.255","4.743"
"RPOP","483091.78","1.023","0.032","1.111","1.375","2.767","5.191"
"SADD","465116.28","1.062","0.032","1.135","1.447","2.135","3.191"
"HSET","446428.56","1.106","0.032","1.135","1.943","2.831","3.983"
"SPOP","471698.12","1.047","0.024","1.119","1.567","2.935","6.223"
"LPUSH (needed to benchmark LRANGE)","458715.59","1.077","0.032","1.135","1.527","2.615","5.431"
"LRANGE_100 (first 100 elements)","183150.19","2.023","0.136","1.231","6.159","10.959","21.887"
"MSET (10 keys)","238663.48","2.082","0.104","1.719","4.911","7.111","14.727"
